id,week_number,attendance,assignment,marks,comments,user
7614,4,96,63,64,Week 4 good.,763
7615,5,89,82,76,Week 5 good.,763
7616,6,82,97,65,Week 6 good.,763
7617,7,87,64,95,Week 7 good.,763
7618,8,95,73,79,Week 8 good.,763
7619,9,90,79,77,Week 9 good.,763
7620,10,86,100,66,Week 10 good.,763
7621,1,86,63,73,Week 1 good.,764
7622,2,98,93,61,Week 2 good.,764
7623,3,85,94,99,Week 3 good.,764
7624,4,100,81,54,Week 4 good.,764
7625,5,80,78,66,Week 5 good.,764
7626,6,94,71,69,Week 6 good.,764
7627,7,81,62,61,Week 7 good.,764
7628,8,96,63,88,Week 8 good.,764
7629,9,90,89,56,Week 9 good.,764
7630,10,95,65,76,Week 10 good.,764
7631,1,80,74,85,Week 1 good.,765
7632,2,91,63,93,Week 2 good.,765
7633,3,97,72,75,Week 3 good.,765
7634,4,94,60,70,Week 4 good.,765
7635,5,85,90,80,Week 5 good.,765
7636,6,91,65,71,Week 6 good.,765
7637,7,98,92,90,Week 7 good.,765
7638,8,87,84,98,Week 8 good.,765
7639,9,95,82,93,Week 9 good.,765
7640,10,85,84,75,Week 10 good.,765
7641,1,81,89,50,Week 1 good.,766
7642,2,93,65,92,Week 2 good.,766
7643,3,98,61,70,Week 3 good.,766
7644,4,81,82,68,Week 4 good.,766
7645,5,94,81,93,Week 5 good.,766
7646,6,80,62,52,Week 6 good.,766
7647,7,85,69,50,Week 7 good.,766
7648,8,100,84,52,Week 8 good.,766
7649,9,82,71,96,Week 9 good.,766
7650,10,95,64,79,Week 10 good.,766
7651,1,87,71,73,Week 1 good.,767
7652,2,90,95,66,Week 2 good.,767
7653,3,100,69,76,Week 3 good.,767
7654,4,96,95,78,Week 4 good.,767
7655,5,82,64,75,Week 5 good.,767
7656,6,94,65,59,Week 6 good.,767
7657,7,97,74,80,Week 7 good.,767
7658,8,82,72,77,Week 8 good.,767
7659,9,95,89,89,Week 9 good.,767
7660,10,91,93,69,Week 10 good.,767
7661,1,98,82,90,Week 1 good.,768
7662,2,82,86,63,Week 2 good.,768
7663,3,99,64,92,Week 3 good.,768
7664,4,98,88,72,Week 4 good.,768
7665,5,85,92,67,Week 5 good.,768
7666,6,93,89,54,Week 6 good.,768
7667,7,88,63,77,Week 7 good.,768
7668,8,81,79,60,Week 8 good.,768
7669,9,80,63,63,Week 9 good.,768
7670,10,88,70,98,Week 10 good.,768
7671,1,95,68,68,Week 1 good.,769
7672,2,88,85,84,Week 2 good.,769
7673,3,85,100,64,Week 3 good.,769
7674,4,94,70,83,Week 4 good.,769
7675,5,83,85,64,Week 5 good.,769
7676,6,87,93,65,Week 6 good.,769
7677,7,93,83,90,Week 7 good.,769
7678,8,96,84,98,Week 8 good.,769
7679,9,90,89,61,Week 9 good.,769
7680,10,80,65,54,Week 10 good.,769
7681,1,92,91,60,Week 1 good.,770
7682,2,92,64,65,Week 2 good.,770
7683,3,93,82,98,Week 3 good.,770
7684,4,95,91,79,Week 4 good.,770
7685,5,80,75,99,Week 5 good.,770
7686,6,80,89,97,Week 6 good.,770
7687,7,92,90,54,Week 7 good.,770
7688,8,82,80,62,Week 8 good.,770
7689,9,97,96,53,Week 9 good.,770
7690,10,81,82,91,Week 10 good.,770
7691,1,82,77,64,Week 1 good.,771
7692,2,97,89,68,Week 2 good.,771
7693,3,100,73,78,Week 3 good.,771
7694,4,91,67,79,Week 4 good.,771
7695,5,85,86,63,Week 5 good.,771
7696,6,98,92,81,Week 6 good.,771
7697,7,85,80,87,Week 7 good.,771
7698,8,99,84,70,Week 8 good.,771
7699,9,87,84,78,Week 9 good.,771
7700,10,84,73,71,Week 10 good.,771
7701,1,88,96,75,Week 1 good.,772
7702,2,85,94,99,Week 2 good.,772
7703,3,92,96,68,Week 3 good.,772
7704,4,94,74,81,Week 4 good.,772
7705,5,83,66,97,Week 5 good.,772
7706,6,98,63,67,Week 6 good.,772
7707,7,87,66,86,Week 7 good.,772
7708,8,82,93,92,Week 8 good.,772
7709,9,94,62,60,Week 9 good.,772
7710,10,99,71,80,Week 10 good.,772
7711,1,97,90,58,Week 1 good.,773
7712,2,80,60,65,Week 2 good.,773
7713,3,82,79,97,Week 3 good.,773
7714,4,95,74,68,Week 4 good.,773
7715,5,96,77,88,Week 5 good.,773
7716,6,88,64,74,Week 6 good.,773
7717,7,81,96,97,Week 7 good.,773
7718,8,96,86,78,Week 8 good.,773
7719,9,82,60,57,Week 9 good.,773
7720,10,85,71,61,Week 10 good.,773
7721,1,98,60,62,Week 1 good.,774
7722,2,94,86,64,Week 2 good.,774
7723,3,87,61,100,Week 3 good.,774
7724,4,81,73,80,Week 4 good.,774
7725,5,91,77,55,Week 5 good.,774
7726,6,100,76,99,Week 6 good.,774
7727,7,100,94,78,Week 7 good.,774
7728,8,95,98,91,Week 8 good.,774
7729,9,97,90,97,Week 9 good.,774
7730,10,89,98,70,Week 10 good.,774
7731,1,91,79,60,Week 1 good.,775
7732,2,82,97,94,Week 2 good.,775
7733,3,82,65,75,Week 3 good.,775
7734,4,97,92,75,Week 4 good.,775
7735,5,93,78,91,Week 5 good.,775
7736,6,98,66,89,Week 6 good.,775
7737,7,88,94,95,Week 7 good.,775
7738,8,85,89,77,Week 8 good.,775
7739,9,80,84,81,Week 9 good.,775
7740,10,83,100,56,Week 10 good.,775
7741,1,82,74,62,Week 1 good.,776
7742,2,82,84,91,Week 2 good.,776
7743,3,91,85,57,Week 3 good.,776
7744,4,100,63,88,Week 4 good.,776
7745,5,85,94,78,Week 5 good.,776
7746,6,99,64,72,Week 6 good.,776
7747,7,99,72,88,Week 7 good.,776
7748,8,93,95,53,Week 8 good.,776
7749,9,84,76,57,Week 9 good.,776
7750,10,94,96,84,Week 10 good.,776
7751,1,85,96,72,Week 1 good.,777
7752,2,87,87,63,Week 2 good.,777
7753,3,94,82,75,Week 3 good.,777
7754,4,99,72,74,Week 4 good.,777
7755,5,88,90,51,Week 5 good.,777
7756,6,89,90,74,Week 6 good.,777
7757,7,81,72,68,Week 7 good.,777
7758,8,96,74,74,Week 8 good.,777
7759,9,84,94,64,Week 9 good.,777
7760,10,83,63,61,Week 10 good.,777
7761,1,95,73,53,Week 1 good.,778
7762,2,100,64,73,Week 2 good.,778
7763,3,94,78,71,Week 3 good.,778
7764,4,98,65,97,Week 4 good.,778
7765,5,87,90,55,Week 5 good.,778
7766,6,83,78,61,Week 6 good.,778
7767,7,93,75,97,Week 7 good.,778
7768,8,94,65,89,Week 8 good.,778
7769,9,89,80,96,Week 9 good.,778
7770,10,88,95,89,Week 10 good.,778
7771,1,87,82,86,Week 1 good.,779
7772,2,87,90,72,Week 2 good.,779
7773,3,100,60,54,Week 3 good.,779
7774,4,89,64,75,Week 4 good.,779
7775,5,82,95,88,Week 5 good.,779
7776,6,85,69,52,Week 6 good.,779
7777,7,91,75,79,Week 7 good.,779
7778,8,96,66,76,Week 8 good.,779
7779,9,99,70,72,Week 9 good.,779
7780,10,83,62,80,Week 10 good.,779
7781,1,87,92,65,Week 1 good.,780
7782,2,88,94,75,Week 2 good.,780
7783,3,94,78,74,Week 3 good.,780
7784,4,91,92,60,Week 4 good.,780
7785,5,90,78,71,Week 5 good.,780
7786,6,93,68,54,Week 6 good.,780
7787,7,81,92,57,Week 7 good.,780
7788,8,94,92,94,Week 8 good.,780
7789,9,94,96,80,Week 9 good.,780
7790,10,97,91,63,Week 10 good.,780
7791,1,89,88,63,Week 1 good.,781
7792,2,91,75,73,Week 2 good.,781
7793,3,90,77,100,Week 3 good.,781
7794,4,95,81,58,Week 4 good.,781
7795,5,94,67,63,Week 5 good.,781
7796,6,94,88,90,Week 6 good.,781
7797,7,89,68,61,Week 7 good.,781
7798,8,94,70,71,Week 8 good.,781
7799,9,85,91,99,Week 9 good.,781
7800,10,98,72,66,Week 10 good.,781
7801,1,94,93,87,Week 1 good.,782
7802,2,93,84,62,Week 2 good.,782
7803,3,84,74,74,Week 3 good.,782
7804,4,91,65,81,Week 4 good.,782
7805,5,93,81,70,Week 5 good.,782
7806,6,89,83,98,Week 6 good.,782
7807,7,88,91,83,Week 7 good.,782
7808,8,99,76,87,Week 8 good.,782
7809,9,81,66,88,Week 9 good.,782
7810,10,94,76,67,Week 10 good.,782
7811,1,80,73,94,Week 1 good.,783
7812,2,88,66,57,Week 2 good.,783
7813,3,81,98,55,Week 3 good.,783
7814,4,89,80,66,Week 4 good.,783
7815,5,98,99,86,Week 5 good.,783
7816,6,91,60,88,Week 6 good.,783
7817,7,88,72,98,Week 7 good.,783
7818,8,84,84,66,Week 8 good.,783
7819,9,92,70,84,Week 9 good.,783
7820,10,92,72,79,Week 10 good.,783
7821,1,87,96,80,Week 1 good.,784
7822,2,94,60,61,Week 2 good.,784
7823,3,94,75,85,Week 3 good.,784
7824,4,80,84,78,Week 4 good.,784
7825,5,95,88,73,Week 5 good.,784
7826,6,97,99,91,Week 6 good.,784
7827,7,93,83,77,Week 7 good.,784
7828,8,85,71,66,Week 8 good.,784
7829,9,94,62,65,Week 9 good.,784
7830,10,87,63,82,Week 10 good.,784
7831,1,80,62,63,Week 1 good.,785
7832,2,92,88,81,Week 2 good.,785
7833,3,93,92,86,Week 3 good.,785
7834,4,97,65,93,Week 4 good.,785
7835,5,99,80,66,Week 5 good.,785
7836,6,88,78,81,Week 6 good.,785
7837,7,92,86,83,Week 7 good.,785
7838,8,94,70,62,Week 8 good.,785
7839,9,95,100,64,Week 9 good.,785
7840,10,94,62,59,Week 10 good.,785
7841,1,93,94,56,Week 1 good.,786
7842,2,92,87,98,Week 2 good.,786
7843,3,83,83,83,Week 3 good.,786
7844,4,99,90,69,Week 4 good.,786
7845,5,94,75,53,Week 5 good.,786
7846,6,81,73,58,Week 6 good.,786
7847,7,93,92,81,Week 7 good.,786
7848,8,80,75,71,Week 8 good.,786
7849,9,96,85,70,Week 9 good.,786
7850,10,84,68,72,Week 10 good.,786
7851,1,90,92,100,Week 1 good.,787
7852,2,97,70,88,Week 2 good.,787
7853,3,94,69,88,Week 3 good.,787
7854,4,89,67,54,Week 4 good.,787
7855,5,89,71,51,Week 5 good.,787
7856,6,99,74,87,Week 6 good.,787
7857,7,93,78,93,Week 7 good.,787
7858,8,81,64,82,Week 8 good.,787
7859,9,95,71,84,Week 9 good.,787
7860,10,81,87,86,Week 10 good.,787
7861,1,92,97,92,Week 1 good.,788
7862,2,100,87,90,Week 2 good.,788
7863,3,86,74,62,Week 3 good.,788
7864,4,95,69,60,Week 4 good.,788
7865,5,81,89,56,Week 5 good.,788
7866,6,96,79,81,Week 6 good.,788
7867,7,95,71,74,Week 7 good.,788
7868,8,90,80,50,Week 8 good.,788
7869,9,90,88,86,Week 9 good.,788
7870,10,80,64,79,Week 10 good.,788
7871,1,90,86,97,Week 1 good.,789
7872,2,97,74,69,Week 2 good.,789
7873,3,90,62,76,Week 3 good.,789
7874,4,95,88,55,Week 4 good.,789
7875,5,89,88,88,Week 5 good.,789
7876,6,98,72,87,Week 6 good.,789
7877,7,82,100,85,Week 7 good.,789
7878,8,87,84,55,Week 8 good.,789
7879,9,93,68,56,Week 9 good.,789
7880,10,99,74,51,Week 10 good.,789
7881,1,95,88,81,Week 1 good.,790
7882,2,82,65,74,Week 2 good.,790
7883,3,92,78,67,Week 3 good.,790
7884,4,80,60,67,Week 4 good.,790
7885,5,80,61,58,Week 5 good.,790
7886,6,87,77,57,Week 6 good.,790
7887,7,88,75,84,Week 7 good.,790
7888,8,82,83,56,Week 8 good.,790
7889,9,88,89,79,Week 9 good.,790
7890,10,98,96,92,Week 10 good.,790
7891,1,88,97,69,Week 1 good.,791
7892,2,80,97,100,Week 2 good.,791
7893,3,92,61,93,Week 3 good.,791
7894,4,93,81,54,Week 4 good.,791
7895,5,93,91,52,Week 5 good.,791
7896,6,95,74,92,Week 6 good.,791
7897,7,93,72,75,Week 7 good.,791
7898,8,99,92,86,Week 8 good.,791
7899,9,92,94,51,Week 9 good.,791
7900,10,85,87,95,Week 10 good.,791
7901,1,81,73,97,Week 1 good.,792
7902,2,91,84,55,Week 2 good.,792
7903,3,98,63,68,Week 3 good.,792
7904,4,88,74,80,Week 4 good.,792
7905,5,92,72,89,Week 5 good.,792
7906,6,97,70,50,Week 6 good.,792
7907,7,92,85,73,Week 7 good.,792
7908,8,94,100,98,Week 8 good.,792
7909,9,92,74,62,Week 9 good.,792
7910,10,84,94,65,Week 10 good.,792
7911,1,84,77,74,Week 1 good.,793
7912,2,95,79,60,Week 2 good.,793
7913,3,98,91,76,Week 3 good.,793
7914,4,82,79,60,Week 4 good.,793
7915,5,84,64,58,Week 5 good.,793
7916,6,93,80,93,Week 6 good.,793
7917,7,87,96,95,Week 7 good.,793
7918,8,86,100,71,Week 8 good.,793
7919,9,81,78,66,Week 9 good.,793
7920,10,91,80,77,Week 10 good.,793
7921,1,94,63,57,Week 1 good.,794
7922,2,89,84,87,Week 2 good.,794
7923,3,91,74,76,Week 3 good.,794
7924,4,95,82,95,Week 4 good.,794
7925,5,88,66,71,Week 5 good.,794
7926,6,99,66,88,Week 6 good.,794
7927,7,87,91,74,Week 7 good.,794
7928,8,90,96,95,Week 8 good.,794
7929,9,98,78,70,Week 9 good.,794
7930,10,90,93,87,Week 10 good.,794
7931,1,91,68,68,Week 1 good.,795
7932,2,83,97,73,Week 2 good.,795
7933,3,88,90,85,Week 3 good.,795
7934,4,81,71,100,Week 4 good.,795
7935,5,88,91,63,Week 5 good.,795
7936,6,100,63,73,Week 6 good.,795
7937,7,86,87,97,Week 7 good.,795
7938,8,85,64,60,Week 8 good.,795
7939,9,98,63,94,Week 9 good.,795
7940,10,90,78,55,Week 10 good.,795
7941,1,94,89,64,Week 1 good.,796
7942,2,100,91,99,Week 2 good.,796
7943,3,98,99,62,Week 3 good.,796
7944,4,82,78,66,Week 4 good.,796
7945,5,83,67,53,Week 5 good.,796
7946,6,91,65,87,Week 6 good.,796
7947,7,100,91,82,Week 7 good.,796
7948,8,86,97,56,Week 8 good.,796
7949,9,93,74,55,Week 9 good.,796
7950,10,97,62,52,Week 10 good.,796
7951,1,86,91,53,Week 1 good.,797
7952,2,90,96,78,Week 2 good.,797
7953,3,97,100,73,Week 3 good.,797
7954,4,83,95,85,Week 4 good.,797
7955,5,87,78,76,Week 5 good.,797
7956,6,80,93,56,Week 6 good.,797
7957,7,97,93,85,Week 7 good.,797
7958,8,87,95,55,Week 8 good.,797
7959,9,83,62,69,Week 9 good.,797
7960,10,99,70,92,Week 10 good.,797
7961,1,94,91,65,Week 1 good.,798
7962,2,80,94,99,Week 2 good.,798
7963,3,86,60,69,Week 3 good.,798
7964,4,88,100,53,Week 4 good.,798
7965,5,88,84,86,Week 5 good.,798
7966,6,100,67,64,Week 6 good.,798
7967,7,95,93,80,Week 7 good.,798
7968,8,97,60,65,Week 8 good.,798
7969,9,83,93,90,Week 9 good.,798
7970,10,81,66,60,Week 10 good.,798
7971,1,94,85,59,Week 1 good.,799
7972,2,99,88,78,Week 2 good.,799
7973,3,96,91,70,Week 3 good.,799
7974,4,93,63,84,Week 4 good.,799
7975,5,92,90,78,Week 5 good.,799
7976,6,80,72,67,Week 6 good.,799
7977,7,81,77,51,Week 7 good.,799
7978,8,86,81,91,Week 8 good.,799
7979,9,85,78,74,Week 9 good.,799
7980,10,92,81,79,Week 10 good.,799
7981,1,92,80,70,Week 1 good.,800
7982,2,81,68,65,Week 2 good.,800
7983,3,89,78,89,Week 3 good.,800
7984,4,90,96,96,Week 4 good.,800
7985,5,98,73,84,Week 5 good.,800
7986,6,86,79,58,Week 6 good.,800
7987,7,96,93,56,Week 7 good.,800
7988,8,84,64,88,Week 8 good.,800
7989,9,88,93,77,Week 9 good.,800
7990,10,98,60,54,Week 10 good.,800
7991,1,91,94,90,Week 1 good.,801
7992,2,82,78,83,Week 2 good.,801
7993,3,83,97,91,Week 3 good.,801
7994,4,92,78,63,Week 4 good.,801
7995,5,96,74,96,Week 5 good.,801
7996,6,88,92,71,Week 6 good.,801
7997,7,91,69,88,Week 7 good.,801
7998,8,87,83,72,Week 8 good.,801
7999,9,87,72,88,Week 9 good.,801
8000,10,90,71,69,Week 10 good.,801
8001,1,89,86,91,Week 1 good.,802
8002,2,80,65,100,Week 2 good.,802
8003,3,97,99,59,Week 3 good.,802
8004,4,99,70,85,Week 4 good.,802
8005,5,88,82,56,Week 5 good.,802
8006,6,89,74,54,Week 6 good.,802
8007,7,94,95,72,Week 7 good.,802
8008,8,86,79,57,Week 8 good.,802
8009,9,99,92,67,Week 9 good.,802
8010,10,85,79,63,Week 10 good.,802
8011,1,88,76,69,Week 1 good.,803
8012,2,85,88,56,Week 2 good.,803
8013,3,83,69,54,Week 3 good.,803
8014,4,94,72,79,Week 4 good.,803
8015,5,97,66,74,Week 5 good.,803
8016,6,84,64,53,Week 6 good.,803
8017,7,95,69,63,Week 7 good.,803
8018,8,85,96,93,Week 8 good.,803
8019,9,99,95,72,Week 9 good.,803
8020,10,93,92,71,Week 10 good.,803
8021,1,80,98,55,Week 1 good.,804
8022,2,94,60,78,Week 2 good.,804
8023,3,84,87,95,Week 3 good.,804
8024,4,83,88,61,Week 4 good.,804
8025,5,88,73,90,Week 5 good.,804
8026,6,93,98,53,Week 6 good.,804
8027,7,97,65,95,Week 7 good.,804
8028,8,96,73,81,Week 8 good.,804
8029,9,89,64,90,Week 9 good.,804
8030,10,88,94,85,Week 10 good.,804
8031,1,89,89,68,Week 1 good.,805
8032,2,96,69,67,Week 2 good.,805
8033,3,81,91,97,Week 3 good.,805
8034,4,91,81,73,Week 4 good.,805
8035,5,80,96,66,Week 5 good.,805
8036,6,80,72,96,Week 6 good.,805
8037,7,85,100,85,Week 7 good.,805
8038,8,94,89,79,Week 8 good.,805
8039,9,93,98,69,Week 9 good.,805
8040,10,97,77,86,Week 10 good.,805
8041,1,83,62,70,Week 1 good.,806
8042,2,95,89,92,Week 2 good.,806
8043,3,92,62,100,Week 3 good.,806
8044,4,100,60,73,Week 4 good.,806
8045,5,98,79,64,Week 5 good.,806
8046,6,92,81,57,Week 6 good.,806
8047,7,89,100,78,Week 7 good.,806
8048,8,100,81,52,Week 8 good.,806
8049,9,100,75,62,Week 9 good.,806
8050,10,85,73,80,Week 10 good.,806
8051,1,94,65,50,Week 1 good.,807
8052,2,96,75,60,Week 2 good.,807
8053,3,85,95,69,Week 3 good.,807
8054,4,88,65,78,Week 4 good.,807
8055,5,86,74,100,Week 5 good.,807
8056,6,97,65,66,Week 6 good.,807
8057,7,87,75,72,Week 7 good.,807
8058,8,95,91,60,Week 8 good.,807
8059,9,80,76,86,Week 9 good.,807
8060,10,98,63,98,Week 10 good.,807
8061,1,90,99,82,Week 1 good.,808
8062,2,93,89,50,Week 2 good.,808
8063,3,93,90,70,Week 3 good.,808
8064,4,92,77,51,Week 4 good.,808
8065,5,84,92,59,Week 5 good.,808
8066,6,84,80,63,Week 6 good.,808
8067,7,86,69,81,Week 7 good.,808
8068,8,93,70,88,Week 8 good.,808
8069,9,96,66,73,Week 9 good.,808
8070,10,92,65,89,Week 10 good.,808
8071,1,95,89,50,Week 1 good.,809
8072,2,82,86,78,Week 2 good.,809
8073,3,98,87,56,Week 3 good.,809
8074,4,86,97,98,Week 4 good.,809
8075,5,98,68,69,Week 5 good.,809
8076,6,92,76,54,Week 6 good.,809
8077,7,82,77,55,Week 7 good.,809
8078,8,95,88,82,Week 8 good.,809
8079,9,88,90,52,Week 9 good.,809
8080,10,84,74,69,Week 10 good.,809
8081,1,90,80,50,Week 1 good.,810
8082,2,97,95,70,Week 2 good.,810
8083,3,82,87,63,Week 3 good.,810
8084,4,84,66,90,Week 4 good.,810
8085,5,81,77,53,Week 5 good.,810
8086,6,86,86,96,Week 6 good.,810
8087,7,86,73,80,Week 7 good.,810
8088,8,99,94,84,Week 8 good.,810
8089,9,96,73,54,Week 9 good.,810
8090,10,84,82,87,Week 10 good.,810
8091,1,87,88,50,Week 1 good.,811
8092,2,89,79,79,Week 2 good.,811
8093,3,94,80,81,Week 3 good.,811
8094,4,94,81,50,Week 4 good.,811
8095,5,85,82,55,Week 5 good.,811
8096,6,84,84,66,Week 6 good.,811
8097,7,84,76,73,Week 7 good.,811
8098,8,89,85,63,Week 8 good.,811
8099,9,87,82,77,Week 9 good.,811
8100,10,93,87,78,Week 10 good.,811
8101,1,99,77,100,Week 1 good.,812
8102,2,86,62,55,Week 2 good.,812
8103,3,95,95,69,Week 3 good.,812
8104,4,98,90,85,Week 4 good.,812
8105,5,93,82,51,Week 5 good.,812
8106,6,85,61,52,Week 6 good.,812
8107,7,94,72,60,Week 7 good.,812
8108,8,98,61,64,Week 8 good.,812
8109,9,98,87,68,Week 9 good.,812
8110,10,99,97,98,Week 10 good.,812
8111,1,98,71,91,Week 1 good.,813
8112,2,95,94,89,Week 2 good.,813
8113,3,88,68,70,Week 3 good.,813
8114,4,82,69,75,Week 4 good.,813
8115,5,81,89,54,Week 5 good.,813
8116,6,82,81,96,Week 6 good.,813
8117,7,87,60,61,Week 7 good.,813
8118,8,81,84,59,Week 8 good.,813
8119,9,80,60,75,Week 9 good.,813
8120,10,85,85,66,Week 10 good.,813
8121,1,80,93,68,Week 1 good.,814
8122,2,82,74,52,Week 2 good.,814
8123,3,84,92,73,Week 3 good.,814
8124,4,96,90,85,Week 4 good.,814
8125,5,98,66,96,Week 5 good.,814
8126,6,100,71,87,Week 6 good.,814
8127,7,85,85,68,Week 7 good.,814
8128,8,100,77,64,Week 8 good.,814
8129,9,86,99,92,Week 9 good.,814
8130,10,98,91,91,Week 10 good.,814
8131,1,91,92,79,Week 1 good.,815
8132,2,80,86,72,Week 2 good.,815
8133,3,90,91,85,Week 3 good.,815
8134,4,95,77,99,Week 4 good.,815
8135,5,100,63,67,Week 5 good.,815
8136,6,93,82,60,Week 6 good.,815
8137,7,95,80,56,Week 7 good.,815
8138,8,81,62,61,Week 8 good.,815
8139,9,86,70,96,Week 9 good.,815
8140,10,96,88,80,Week 10 good.,815
8141,1,97,76,87,Week 1 good.,816
8142,2,94,95,83,Week 2 good.,816
8143,3,85,98,68,Week 3 good.,816
8144,4,91,84,62,Week 4 good.,816
8145,5,98,99,93,Week 5 good.,816
8146,6,88,78,74,Week 6 good.,816
8147,7,82,61,78,Week 7 good.,816
8148,8,96,95,54,Week 8 good.,816
8149,9,99,60,66,Week 9 good.,816
8150,10,100,94,67,Week 10 good.,816
8151,1,90,81,89,Week 1 good.,817
8152,2,85,92,82,Week 2 good.,817
8153,3,96,92,99,Week 3 good.,817
8154,4,84,60,68,Week 4 good.,817
8155,5,94,87,94,Week 5 good.,817
8156,6,92,74,100,Week 6 good.,817
8157,7,98,64,72,Week 7 good.,817
8158,8,81,64,72,Week 8 good.,817
8159,9,100,95,79,Week 9 good.,817
8160,10,97,60,55,Week 10 good.,817
8161,1,100,70,82,Week 1 good.,818
8162,2,88,70,88,Week 2 good.,818
8163,3,82,91,75,Week 3 good.,818
8164,4,85,69,52,Week 4 good.,818
8165,5,95,84,76,Week 5 good.,818
8166,6,84,90,85,Week 6 good.,818
8167,7,83,76,57,Week 7 good.,818
8168,8,92,100,99,Week 8 good.,818
8169,9,100,88,78,Week 9 good.,818
8170,10,94,65,90,Week 10 good.,818
8171,1,88,76,70,Week 1 good.,819
8172,2,87,76,85,Week 2 good.,819
8173,3,82,76,50,Week 3 good.,819
8174,4,96,62,81,Week 4 good.,819
8175,5,96,65,84,Week 5 good.,819
8176,6,87,83,80,Week 6 good.,819
8177,7,96,60,94,Week 7 good.,819
8178,8,90,69,52,Week 8 good.,819
8179,9,92,73,72,Week 9 good.,819
8180,10,91,81,61,Week 10 good.,819
8181,1,93,73,93,Week 1 good.,820
8182,2,85,67,97,Week 2 good.,820
8183,3,85,89,50,Week 3 good.,820
8184,4,87,79,56,Week 4 good.,820
8185,5,99,85,52,Week 5 good.,820
8186,6,82,89,50,Week 6 good.,820
8187,7,88,82,76,Week 7 good.,820
8188,8,93,75,89,Week 8 good.,820
8189,9,97,99,82,Week 9 good.,820
8190,10,93,91,50,Week 10 good.,820
8191,1,87,66,50,Week 1 good.,821
8192,2,83,100,55,Week 2 good.,821
8193,3,81,85,51,Week 3 good.,821
8194,4,82,96,71,Week 4 good.,821
8195,5,81,100,57,Week 5 good.,821
8196,6,91,84,78,Week 6 good.,821
8197,7,80,85,96,Week 7 good.,821
8198,8,98,98,68,Week 8 good.,821
8199,9,98,72,94,Week 9 good.,821
8200,10,98,87,77,Week 10 good.,821
8201,1,83,70,73,Week 1 good.,822
8202,2,90,77,100,Week 2 good.,822
8203,3,84,68,94,Week 3 good.,822
8204,4,89,86,85,Week 4 good.,822
8205,5,92,61,74,Week 5 good.,822
8206,6,100,89,90,Week 6 good.,822
8207,7,97,94,90,Week 7 good.,822
8208,8,80,84,51,Week 8 good.,822
8209,9,97,87,94,Week 9 good.,822
8210,10,93,93,52,Week 10 good.,822
8211,1,81,77,76,Week 1 good.,823
8212,2,91,60,78,Week 2 good.,823
8213,3,85,90,65,Week 3 good.,823
8214,4,99,89,63,Week 4 good.,823
8215,5,82,64,77,Week 5 good.,823
8216,6,98,97,97,Week 6 good.,823
8217,7,84,73,68,Week 7 good.,823
8218,8,99,81,52,Week 8 good.,823
8219,9,95,97,74,Week 9 good.,823
8220,10,80,63,60,Week 10 good.,823
8221,1,90,65,99,Week 1 good.,824
8222,2,97,72,78,Week 2 good.,824
8223,3,89,90,52,Week 3 good.,824
8224,4,95,97,56,Week 4 good.,824
8225,5,93,65,50,Week 5 good.,824
8226,6,85,79,75,Week 6 good.,824
8227,7,85,64,75,Week 7 good.,824
8228,8,94,80,68,Week 8 good.,824
8229,9,83,92,53,Week 9 good.,824
8230,10,86,60,55,Week 10 good.,824
8231,1,95,77,72,Week 1 good.,825
8232,2,100,79,64,Week 2 good.,825
8233,3,96,98,56,Week 3 good.,825
8234,4,83,65,72,Week 4 good.,825
8235,5,94,67,71,Week 5 good.,825
8236,6,99,83,68,Week 6 good.,825
8237,7,87,68,50,Week 7 good.,825
8238,8,88,63,53,Week 8 good.,825
8239,9,84,82,51,Week 9 good.,825
8240,10,91,73,86,Week 10 good.,825
8241,1,96,85,79,Week 1 good.,826
8242,2,82,86,86,Week 2 good.,826
8243,3,84,82,95,Week 3 good.,826
8244,4,86,72,74,Week 4 good.,826
8245,5,91,72,99,Week 5 good.,826
8246,6,89,78,59,Week 6 good.,826
8247,7,88,88,67,Week 7 good.,826
8248,8,93,72,73,Week 8 good.,826
8249,9,87,80,91,Week 9 good.,826
8250,10,93,84,85,Week 10 good.,826
8251,1,94,72,83,Week 1 good.,827
8252,2,90,76,56,Week 2 good.,827
8253,3,86,80,98,Week 3 good.,827
8254,4,89,89,59,Week 4 good.,827
8255,5,85,64,58,Week 5 good.,827
8256,6,94,96,66,Week 6 good.,827
8257,7,94,68,87,Week 7 good.,827
8258,8,91,60,67,Week 8 good.,827
8259,9,100,66,50,Week 9 good.,827
8260,10,88,60,59,Week 10 good.,827
8261,1,88,74,98,Week 1 good.,828
